match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
26-27-prem-afc-bournemouth-vs-manchester-united,,,,,,False,False,,,
26-27-prem-brentford-vs-aston-villa,,,,,,False,False,,,
26-27-prem-brighton-hove-albion-vs-sunderland,,,,,,False,False,,,
26-27-prem-everton-vs-hull-city,,,,,,False,False,,,
26-27-prem-fulham-vs-ipswich-town,,,,,,False,False,,,
26-27-prem-leeds-united-vs-arsenal,,,,,,False,False,,,
26-27-prem-manchester-city-vs-liverpool,,,,,,False,False,,,
26-27-prem-newcastle-united-vs-coventry-city,,,,,,False,False,,,
26-27-prem-nottingham-forest-vs-crystal-palace,,,,,,False,False,,,
26-27-prem-tottenham-hotspur-vs-chelsea,,,,,,False,False,,,
