match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-champions-league-arsenal-vs-inter,,,,,,False,False,,confirmed,
25-26-champions-league-borussia-dortmund-vs-tottenham-hotspur,,,,,,False,False,,confirmed,
25-26-champions-league-liverpool-vs-marseille,,,,,,False,False,,confirmed,
25-26-champions-league-manchester-city-vs-bodø/glimt,,,,,,False,False,,confirmed,
25-26-champions-league-pafos-fc-vs-chelsea,,,,,,False,False,,confirmed,
25-26-champions-league-psv-eindhoven-vs-newcastle-united,,,,,,False,False,,confirmed,
25-26-europa-league-aston-villa-vs-fenerbahçe,,,,,,False,False,,confirmed,
25-26-europa-league-nottingham-forest-vs-braga,,,,,,False,False,,confirmed,
25-26-prem-afc-bournemouth-vs-liverpool,,,,,,False,False,,confirmed,
25-26-prem-arsenal-vs-manchester-united,,,,,,False,False,,confirmed,
25-26-prem-brentford-vs-nottingham-forest,,,,,,False,False,,confirmed,
25-26-prem-burnley-vs-tottenham-hotspur,,,,,,False,False,,confirmed,
25-26-prem-crystal-palace-vs-chelsea,,,,,,False,False,,confirmed,
25-26-prem-everton-vs-leeds-united,,,,,,False,False,,confirmed,
25-26-prem-fulham-vs-brighton-hove-albion,,,,,,False,False,,confirmed,
25-26-prem-manchester-city-vs-wolverhampton-wanderers,,,,,,False,False,,confirmed,
25-26-prem-newcastle-united-vs-aston-villa,,,,,,False,False,,confirmed,
25-26-prem-west-ham-united-vs-sunderland,,,,,,False,False,,confirmed,
