match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
25-26-prem-afc-bournemouth-vs-chelsea,,,,,,False,False,,confirmed,
25-26-prem-aston-villa-vs-arsenal,,,,,,False,False,,confirmed,
25-26-prem-brighton-hove-albion-vs-west-ham-united,,,,,,False,False,,confirmed,
25-26-prem-everton-vs-nottingham-forest,,,,,,False,False,,confirmed,
25-26-prem-fulham-vs-crystal-palace,,,,,,False,False,,confirmed,
25-26-prem-leeds-united-vs-liverpool,,,,,,False,False,,confirmed,
25-26-prem-manchester-city-vs-sunderland,,,,,,False,False,,confirmed,
25-26-prem-newcastle-united-vs-burnley,,,,,,False,False,,confirmed,
25-26-prem-tottenham-hotspur-vs-brentford,,,,,,False,False,,confirmed,
25-26-prem-wolverhampton-wanderers-vs-manchester-united,,,,,,False,False,,confirmed,
