match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,attendance,lineup_status,lineup_confidence
26-27-prem-arsenal-vs-brighton-hove-albion,,,,,,False,False,,,
26-27-prem-aston-villa-vs-tottenham-hotspur,,,,,,False,False,,,
26-27-prem-chelsea-vs-brentford,,,,,,False,False,,,
26-27-prem-coventry-city-vs-nottingham-forest,,,,,,False,False,,,
26-27-prem-crystal-palace-vs-leeds-united,,,,,,False,False,,,
26-27-prem-hull-city-vs-newcastle-united,,,,,,False,False,,,
26-27-prem-ipswich-town-vs-everton,,,,,,False,False,,,
26-27-prem-liverpool-vs-afc-bournemouth,,,,,,False,False,,,
26-27-prem-manchester-united-vs-fulham,,,,,,False,False,,,
26-27-prem-sunderland-vs-manchester-city,,,,,,False,False,,,
